           1           1           1
  2.5000E-01  0.0000E+00  0.0000E+00
  5.0000E-01  0.0000E+00  0.0000E+00
  7.5000E-01  0.0000E+00  0.0000E+00
  1.0000E+00  0.0000E+00  0.0000E+00
  1.2500E+00  0.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00  0.0000E+00
  1.7500E+00  0.0000E+00  0.0000E+00
  2.0000E+00  0.0000E+00  0.0000E+00
  2.2500E+00  0.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00  0.0000E+00
  2.7500E+00  0.0000E+00  0.0000E+00
  3.0000E+00  0.0000E+00  0.0000E+00
  3.2500E+00  0.0000E+00  0.0000E+00
  3.5000E+00  0.0000E+00  0.0000E+00
  3.7500E+00  0.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00  0.0000E+00
  4.2500E+00  0.0000E+00  0.0000E+00
  4.5000E+00  0.0000E+00  0.0000E+00
  4.7500E+00  0.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00  0.0000E+00
  5.2500E+00  0.0000E+00  0.0000E+00
  5.5000E+00  0.0000E+00  0.0000E+00
  5.7500E+00  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00
  6.2500E+00  0.0000E+00  0.0000E+00
  6.5000E+00  0.0000E+00  0.0000E+00
  6.7500E+00  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00
  7.2500E+00  0.0000E+00  0.0000E+00
  7.5000E+00  0.0000E+00  0.0000E+00
  7.7500E+00  0.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00  0.0000E+00
  8.2500E+00  0.0000E+00  0.0000E+00
  8.5000E+00  0.0000E+00  0.0000E+00
  8.7500E+00  0.0000E+00  0.0000E+00
  9.0000E+00  0.0000E+00  0.0000E+00
  9.2500E+00  0.0000E+00  0.0000E+00
  9.5000E+00  0.0000E+00  0.0000E+00
  9.7500E+00  0.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00  0.0000E+00
  1.0250E+01  0.0000E+00  0.0000E+00
  1.0500E+01  0.0000E+00  0.0000E+00
  1.0750E+01  0.0000E+00  0.0000E+00
  1.1000E+01  0.0000E+00  0.0000E+00
  1.1250E+01  0.0000E+00  0.0000E+00
  1.1500E+01  0.0000E+00  0.0000E+00
  1.1750E+01  0.0000E+00  0.0000E+00
  1.2000E+01  0.0000E+00  0.0000E+00
  1.2250E+01  0.0000E+00  0.0000E+00
  1.2500E+01  0.0000E+00  0.0000E+00
  1.2750E+01  0.0000E+00  0.0000E+00
  1.3000E+01  0.0000E+00  0.0000E+00
  1.3250E+01  0.0000E+00  0.0000E+00
  1.3500E+01  0.0000E+00  0.0000E+00
  1.3750E+01  0.0000E+00  0.0000E+00
  1.4000E+01  0.0000E+00  0.0000E+00
  1.4250E+01  0.0000E+00  0.0000E+00
  1.4500E+01  0.0000E+00  0.0000E+00
  1.4750E+01  0.0000E+00  0.0000E+00
  1.5000E+01  0.0000E+00  0.0000E+00
  1.5250E+01  0.0000E+00  0.0000E+00
  1.5500E+01  0.0000E+00  0.0000E+00
  1.5750E+01  0.0000E+00  0.0000E+00
  1.6000E+01  0.0000E+00  0.0000E+00
  1.6250E+01  0.0000E+00  0.0000E+00
  1.6500E+01  0.0000E+00  0.0000E+00
  1.6750E+01  0.0000E+00  0.0000E+00
  1.7000E+01  0.0000E+00  0.0000E+00
  1.7250E+01  0.0000E+00  0.0000E+00
  1.7500E+01  0.0000E+00  0.0000E+00
  1.7750E+01  0.0000E+00  0.0000E+00
  1.8000E+01  0.0000E+00  0.0000E+00
  1.8250E+01  0.0000E+00  0.0000E+00
  1.8500E+01  0.0000E+00  0.0000E+00
  1.8750E+01  0.0000E+00  0.0000E+00
  1.9000E+01  0.0000E+00  0.0000E+00
  1.9250E+01  0.0000E+00  0.0000E+00
  1.9500E+01  0.0000E+00  0.0000E+00
  1.9750E+01  0.0000E+00  0.0000E+00
  2.0000E+01  0.0000E+00  0.0000E+00
  2.0250E+01  0.0000E+00  0.0000E+00
  2.0500E+01  0.0000E+00  0.0000E+00
  2.0750E+01  0.0000E+00  0.0000E+00
  2.1000E+01  0.0000E+00  0.0000E+00
  2.1250E+01  0.0000E+00  0.0000E+00
  2.1500E+01  0.0000E+00  0.0000E+00
  2.1750E+01  0.0000E+00  0.0000E+00
  2.2000E+01  0.0000E+00  0.0000E+00
  2.2250E+01  0.0000E+00  0.0000E+00
  2.2500E+01  0.0000E+00  0.0000E+00
  2.2750E+01  0.0000E+00  0.0000E+00
  2.3000E+01  0.0000E+00  0.0000E+00
  2.3250E+01  0.0000E+00  0.0000E+00
  2.3500E+01  0.0000E+00  0.0000E+00
  2.3750E+01  0.0000E+00  0.0000E+00
  2.4000E+01  0.0000E+00  0.0000E+00
  2.4250E+01  0.0000E+00  0.0000E+00
  2.4500E+01  0.0000E+00  0.0000E+00
  2.4750E+01  0.0000E+00  0.0000E+00
  2.5000E+01  0.0000E+00  0.0000E+00
